name,description,styleUrl,icon-opacity,icon-color,icon,Unit ID:,Latitude,Longitude
KMP 4/9,"{""@type"":""html"",""value"":""Unit ID:: 2843503<br>Latitude: -25.832947<br>Longitude:  29.239017""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2843503,-25.832947,29.239017
KMP 4/7,"{""@type"":""html"",""value"":""Unit ID:: 0284348D<br>Latitude: -25.833703<br>Longitude:  29.238953""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,0284348D,-25.833703,29.238953
KMP 4/5,"{""@type"":""html"",""value"":""Unit ID:: 2843582<br>Latitude: -25.834522<br>Longitude:  29.238894""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2843582,-25.834522,29.238894
KMP 4/11,"{""@type"":""html"",""value"":""Unit ID:: 02843F6E<br>Latitude: -25.832757<br>Longitude:  29.239008""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,02843F6E,-25.832757,29.239008
KMP 4/13,"{""@type"":""html"",""value"":""Unit ID:: 0284423B<br>Latitude: -25.832023<br>Longitude:  29.239149""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,0284423B,-25.832023,29.239149
KMP 4/15,"{""@type"":""html"",""value"":""Unit ID:: 02843D26<br>Latitude: -25.831324<br>Longitude:  29.239413""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,02843D26,-25.831324,29.239413
KMP 4/17,"{""@type"":""html"",""value"":""Unit ID:: 2844082<br>Latitude: -25.830661<br>Longitude:  29.239739""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2844082,-25.830661,29.239739
KMP 4/19,"{""@type"":""html"",""value"":""Unit ID:: 2844329<br>Latitude: -25.830059<br>Longitude:  29.240215""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2844329,-25.830059,29.240215
KMP 4/21,"{""@type"":""html"",""value"":""Unit ID:: 02843CE5<br>Latitude: -25.829484<br>Longitude:  29.240718""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,02843CE5,-25.829484,29.240718
KMP 5/2,"{""@type"":""html"",""value"":""Unit ID:: 2844030<br>Latitude: -25.828983<br>Longitude:  29.241313""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2844030,-25.828983,29.241313
KMP 5/4,"{""@type"":""html"",""value"":""Unit ID:: 2.84E+63<br>Latitude: -25.828431<br>Longitude:  29.242181""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.84E+63,-25.828431,29.242181
KMP 5/6,"{""@type"":""html"",""value"":""Unit ID:: 028438DB<br>Latitude: -25.827794<br>Longitude:  29.243165""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,028438DB,-25.827794,29.243165
KMP 5/8,"{""@type"":""html"",""value"":""Unit ID:: 02843ED1<br>Latitude: -25.827111<br>Longitude:  29.243995""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,02843ED1,-25.827111,29.243995
KMP 5/9,"{""@type"":""html"",""value"":""Unit ID:: 0284380A<br>Latitude: -25.826971<br>Longitude:  29.244305""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,0284380A,-25.826971,29.244305
KMP 5/11,"{""@type"":""html"",""value"":""Unit ID:: 2.84E+06<br>Latitude: -25.826775<br>Longitude:  29.244701""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.84E+06,-25.826775,29.244701
KMP 5/12,"{""@type"":""html"",""value"":""Unit ID:: 2843702<br>Latitude: -25.826598<br>Longitude:  29.245346""}",#icon-1660-F9A825,1,#f9a825,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2843702,-25.826598,29.245346
