name,name:en,place,landuse,population,is_in,source,name:af,name:nr,name:st,name:nso,name:ssw,name:ts,name:tn,name:ve,name:xh,name:zu,osm_id,osm_type
Evander,,town,,10166,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262706062,nodes
Msauli,,town,,,,,,,,,,,,,,,59649319,nodes
Smithfield,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,42204183,nodes
Mkhonhotho,,village,,,,sagns,,,,,,,,,,,262710161,nodes
Marshstrand,,town,,,,sagns,,,,,,,,,,,262721267,nodes
Glen Navar,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,2155571935,nodes
Gungubele,,hamlet,,232,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262706867,nodes
Nooitgedacht,,hamlet,,,,,,,,,,,,,,,2158214390,nodes
Twezana,,hamlet,,,,,,,,,,,,,,,2158214658,nodes
Hanover,,village,,,,http://travelingluck.com/Africa/South%20Africa/Eastern%20Cape/_997971_Hanover.html,,,,,,,,,,,1672125304,nodes
Enkululekweni,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262705868,nodes
eRhamnyiba,,village,,,,,,,,,,,,,,,2158214645,nodes
KwaMangati,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262708215,nodes
Phumlani,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721931,nodes
Zwelitsha,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262722571,nodes
Komkhulu,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262707811,nodes
Mangobomvo,,village,,,,,,,,,,,,,,,4323994067,nodes
Ngqamakhwe,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721719,nodes
Floukraal,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262706276,nodes
Jamestown,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720682,nodes
Makuatlana,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514017,nodes
Zwelitsha,,village,,,"Eastern Cape, South Africa",,,,,,,,,,,,1412514014,nodes
Thornhill,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262717926,nodes
Rooihoogte,,isolated_dwelling,,,,,,,,,,,,,,,7150433094,nodes
Gemsbokkop,,isolated_dwelling,,,,,,,,,,,,,,,7150433829,nodes
Despatch,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,25919861,nodes
Tshisa,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262718009,nodes
Winterhoek,,isolated_dwelling,,,,,,,,,,,,,,,2150316493,nodes
Coega,,hamlet,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262704704,nodes
Pearston,,town,,4516,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721900,nodes
N'Dofela,,village,,,,,,,,,,,,,,,1395189475,nodes
Matimatolo,,village,,,,,,,,,,,,,,,2188221614,nodes
Manyano,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721238,nodes
Khayelethu,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720806,nodes
Nkqonkqweni,,village,,,,,,,,,,,,,,,6056995655,nodes
Gompo Park,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720436,nodes
Mahlubini,,village,,,,,,,,,,,,,,,1650195510,nodes
Mbonisweni,,town,,,,,,,,,,,,,,,1642061012,nodes
Mhlangeni,,village,,,,,,,,,,,,,,,1408902347,nodes
Witcons,,hamlet,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262718817,nodes
Tharfield,,village,,,,,,,,,,,,,,,6080109078,nodes
Zwelitsha,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262722570,nodes
Springbok Vlackte,,hamlet,,,,http://www.fallingrain.com/world/SF/05/Springbok_Vlackte.html,,,,,,,,,,,4354157089,nodes
Andrieskraal,,hamlet,,,,,,,,,,,,,,,3761574462,nodes
eMaXesibeni (Mount Ayliff),,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262712621,nodes
Anerley,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262694826,nodes
Tabankulu,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,243836053,nodes
Ebenezer,,hamlet,,,,,,,,,,,,,,,2177854875,nodes
Ngqotsini,,village,,,,,,,,,,,,,,,1234073427,nodes
Cobham,,village,,,,,,,,,,,,,,,2776980505,nodes
Garlington Estate,,village,,,,,,,,,,,,,,,4693159385,nodes
Qubuswayo,,village,,,,,,,,,,,,,,,1234073455,nodes
Palm Beach,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262714507,nodes
Lotheni Village,,village,,,,,,,,,,,,,,,599269924,nodes
Glenmore,,town,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262720414,nodes
Thongasi,,hamlet,,,,,,,,,,,,,,,2177869161,nodes
Kwazamuxolo,,village,,,,,,,,,,,,,,,2153531653,nodes
Enon,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262705870,nodes
Cannon Rocks,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262704598,nodes
Umlazi,,town,,,,,,,,,,,,,,,7477355936,nodes
Umtata Central,,town,,,,,,,,,,,,,,,1317094048,nodes
Moolman,,hamlet,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262710338,nodes
Mahamba,,village,,,,,,,,,,,,,,,2276760449,nodes
Nyusana,,village,,,,,,,,,,,,,,,3606793150,nodes
Highmoor,,village,,,,,,,,,,,,,,,2776995036,nodes
Thuthukani,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262717947,nodes
Nyalazi River,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262714236,nodes
Marula Outpost,,isolated_dwelling,,,,,,,,,,,,,,,3371985385,nodes
Hlambinyati,,isolated_dwelling,,,,,,,,,,,,,,,3372928031,nodes
Emvokweni Outpost,,isolated_dwelling,,,,,,,,,,,,,,,3556343590,nodes
Masango Homestead,,village,,,,,,,,,,,,,,,3556360314,nodes
Nomyaca,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262713796,nodes
Ngolotshe,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262721630,nodes
eNyoni,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262714243,nodes
Makhosini,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262709196,nodes
Villiers,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262722412,nodes
Aberfeldy,,village,,,"Free State, South Africa",sagns,,,,,,,,,,,262694479,nodes
Normandien,,hamlet,,,,,,,,,,,,,,,6722890552,nodes
Glencoe,,town,,17548,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,94845554,nodes
Ballengeich,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262694940,nodes
Hattingspruit,,village,,,,sagns,,,,,,,,,,,262706970,nodes
Somkhele,,village,,,,,,,,,,,,,,,3893442261,nodes
Hilltop Camp,,village,,,,,,,,,,,,,,,2047623204,nodes
Fundukzama,,hamlet,,,,sagns,,,,,,,,,,,7739398548,nodes
Maphelane,,village,,,,,,,,,,,,,,,2287860126,nodes
Mabibi,,village,,,,,,,,,,,,,,,2478800199,nodes
Louwsburg,,town,,,KwaZulu-Natal;South Africa,sagns,,,,,,,,,,,262708808,nodes
Ntshondwe Camp,,village,,,,,,,,,,,,,,,2084237435,nodes
Mbudle,,hamlet,,,,sagns,,,,,,,,,,,262709974,nodes
Nkaphane,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262713657,nodes
Kwezibomvu,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262708417,nodes
Tolwe,,village,,,,,,,,,,,,,,,559366754,nodes
Ga-Moleele,,village,,,,,,,,,,,,,,,5455234523,nodes
Amosotho,,village,,,,,,,,,,,,,,,5405662120,nodes
Old Longside,,village,,,,,,,,,,,,,,,5385164997,nodes
Boiketlo,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262719377,nodes
Morolaneng,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262721502,nodes
Morolaneng,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262721503,nodes
Ga-Monene,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706532,nodes
Ga-Nkidikitlana,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706553,nodes
Maake,,village,,,,,,,,,,,,,,,2407647028,nodes
Mhadawa,,village,,,,,,,,,,,,,,,2407646850,nodes
Leolo,,village,,,,,,,,,,,,,,,2407646672,nodes
Ga-Mamatlhola,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720288,nodes
Mapakoni,,village,,,,,,,,,,,,,,,4956781616,nodes
Mataulu,,village,,,,,,,,,,,,,,,4956781625,nodes
Muswodi,,village,,,,,,,,,,,,,,,4566808994,nodes
Mukovhawabale,,village,,,,,,,,,,,,,,,4566808995,nodes
Ga-Abele,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706310,nodes
Mamatsha,,hamlet,,,,,,,,,,,,,,,9360089041,nodes
Malamulele,,town,,13070,,,,,,,,,,,,,2144877648,nodes
Ga-Mothele,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706534,nodes
Ka-Rhangani,,village,,,,,,,,,,,,,,,6633986308,nodes
Ka-Mpakani,,village,,,,,,,,,,,,,,,6633986309,nodes
Merekome,,village,,,,,,,,,,,,,,,6634035835,nodes
Loloka,,village,,,,,,,,,,,,,,,2754468951,nodes
Mahudua,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262721085,nodes
Ga-Moraba,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706423,nodes
Mawa,,village,,,,,,,,,,,,,,,6634035704,nodes
Mawa,,village,,,,,,,,,,,,,,,6634035844,nodes
Dipping,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262719923,nodes
Lulekani,,town,,14464,,,,,,,,,,,,,912141678,nodes
,,isolated_dwelling,,,,,,,,,,,,,,,2670667110,nodes
,,village,,,,,,,,,,,,,,,2675405016,nodes
Olifants Rest Camp,,village,,,,,,,,,,,,,,,2047618101,nodes
Roodewal Bush Lodge,,village,,,,,,,,,,,,,,,2054429389,nodes
Lebombo Lodge,,village,,,,,,,,,,,,,,,2054426071,nodes
Hamilton's Tented Camp,,village,,,,,,,,,,,,,,,2056143758,nodes
Talamati Bushveld Camp,,village,,,,,,,,,,,,,,,2056205660,nodes
Lisemeng 1,,village,,,,,,,,,,,,,,,1487071614,nodes
Ha-Molibeli,,village,,,,,,,,,,,,,,,1487071605,nodes
Thaba-Tsooana,,village,,,,,,,,,,,,,,,1487071618,nodes
Bokisi,,town,,,,,,,,,,,,,,,8900989006,nodes
Riverplaats,,town,,,,,,,,,,,,,,,8901045174,nodes
Seville,,village,,,,,,,,,,,,,,,1425445376,nodes
Tshabalala,,town,,15022,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262722295,nodes
Ha Maloi,,village,,,,,,,,,,,,,,,3292297944,nodes
De Hoop Village,,village,,,,,,,,,,,,,,,2469899449,nodes
Spitspunt,,village,,,,,,,,,,,,,,,1514641531,nodes
Ramantsho,,village,,,,,,,,,,,,,,,1514528335,nodes
Malavuwe,,village,,,,,,,,,,,,,,,4951128689,nodes
Tshivhazwaulu,,village,,,,,,,,,,,,,,,4951128690,nodes
Ga-Ntamaties,,village,,,,,,,,,,,,,,,1420882863,nodes
Alverton,,town,,2278,"Limpopo, South Africa",sagns,,,,,,,,,,,262719078,nodes
Bothashoek,,town,,2276,"Limpopo, South Africa",sagns,,,,,,,,,,,262719398,nodes
Mabotsha,,town,,4198,"Limpopo, South Africa",sagns,,,,,,,,,,,262721072,nodes
The Glade,,hamlet,,,"Blouberg, Limpopo",,,,,,,,,,,,1011379601,nodes
Ga-Ramoshwane,,town,,3469,"Limpopo, South Africa",sagns,,,,,,,,,,,262720329,nodes
Juno,,town,,1301,"Limpopo, South Africa",sagns,,,,,,,,,,,262720740,nodes
Ramalapa,,town,,881,"Limpopo, South Africa",sagns,,,,,,,,,,,262721980,nodes
Vaalwater,,town,,3964,"Limpopo, South Africa",sagns,,,,,,,,,,,262722337,nodes
Chloe,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262719683,nodes
Ga-Kgoroshi,,town,,698,"Limpopo, South Africa",sagns,,,,,,,,,,,262720206,nodes
Ga-Ramokadi-Kadi,,town,,2136,"Limpopo, South Africa",sagns,,,,,,,,,,,262720328,nodes
Leokaneng,,town,,1436,"Limpopo, South Africa",sagns,,,,,,,,,,,262720961,nodes
Ga-Ramotlokana,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720330,nodes
Ga-Mohoai,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720297,nodes
Olympus,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262721798,nodes
Ga-Selolo,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720336,nodes
Ha 'Malesaoana,,village,,,,,,,,,,,,,,,3315537256,nodes
Ha Monki,,village,,,,,,,,,,,,,,,3514870966,nodes
Piet Tlou,,village,,,,,,,,,,,,,,,3834975658,nodes
Thoboshi Park,,village,,,,,,,,,,,,,,,1514528598,nodes
Magareng,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262709024,nodes
Petes Pond,,isolated_dwelling,,,,,,,,,,,,,,,8779080710,nodes
Maasstroom,,hamlet,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262708877,nodes
Masisi,,village,,,,,,,,,,,,,,,4566852973,nodes
Ka-Sunduza,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262707415,nodes
Punda Maria Rest Camp,,village,,,,,,,,,,,,,,,2054448743,nodes
Nokaneng,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262713774,nodes
Lefifi,,village,,,,,,,,,,,,,,,1514528285,nodes
Kwalata,,village,,,,,,,,,,,,,,,3147630880,nodes
Jimmy's Place,,village,,,,,,,,,,,,,,,3205998422,nodes
Mongena Game Lodge,,village,,,,,,,,,,,,,,,3206647251,nodes
,,village,,,,,,,,,,,,,,,3150303822,nodes
Beit Bridge,,village,,,,,,,,,,,,,,,4620414864,nodes
Pafuri Border,,village,,,,,,,,,,,,,,,2054444259,nodes
The Outpost Lodge,,village,,,,,,,,,,,,,,,2054445275,nodes
Sirheni Bushveld Camp,,village,,,,,,,,,,,,,,,2054442885,nodes
Bateleur Bushveld Camp,,village,,,,,,,,,,,,,,,2056224777,nodes
Ka-Vhele,,village,,,,,,,,,,,,,,,5076799565,nodes
Gijana,,village,,,,,,,,,,,,,,,5076799567,nodes
Senwabarwana,,town,,5529,"Blouberg, Capricorn, Limpopo, South Africa",sagns,,,,,,,,,,,8070652497,nodes
,,village,,,,,,,,,,,,,,,3151313341,nodes
Croquet Lawn,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262704741,nodes
Mont Lorraine,,village,,,,,,,,,,,,,,,408994452,nodes
Likoting Ha-Lejone,,village,,,,,,,,,,,,,,,3300563353,nodes
Tooseng,,village,,,,,,,,,,,,,,,1373093948,nodes
Tjiane,,village,,,,,,,,,,,,,,,1373198760,nodes
Haenertsburg,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262706930,nodes
Mahlaokeng,,hamlet,,,,,,,,,,,,,,,9355744411,nodes
Bushmans Nek Holiday Resort,,village,,,,,,,,,,,,,,,2375901320,nodes
Ga-Molepo,,town,,4048,,,,,,,,,,,,,5674165642,nodes
Dzanani,,village,,,,,,,,,,,,,,,2147352361,nodes
Ngovhela,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262713351,nodes
Thohoyandou,,town,,69453,,,,,,,,,,,,,4564369375,nodes
Mount Anderson,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262722177,nodes
Modjadjiskloof,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262710246,nodes
,,village,,,,,,,,,,,,,,,3147693431,nodes
Newlands,,village,,,,survey,,,,,,,,,,,5409527012,nodes
Verena,,town,,20793,"Mpumalanga, South Africa",,,,,,,,,,,,4570853182,nodes
Kronendal Retirement Village,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,453030866,nodes
Ha Sera,,village,,,,,,,,,,,,,,,3300563355,nodes
Christiana,,town,,,"North West, South Africa",sagns,,,,,,,,,,,262704667,nodes
Imizamo Yethu,Mandela Park,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,451066280,nodes
Kronenzicht,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,305140225,nodes
Uilenkraalsmond,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262722320,nodes
Noordhaven,,hamlet,,,,,,,,,,,,,,,1864488541,nodes
Silvermine Village,,hamlet,,,,,,,,,,,,,,,1865213067,nodes
De Goede Hoop,,hamlet,,,,,,,,,,,,,,,1863870728,nodes
Rooiels,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262722049,nodes
Klein Leeukoppie Estate,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,305137276,nodes
Zilvermyn Village,,hamlet,,,,,,,,,,,,,,,1865213012,nodes
Dassenberg Meadows,,hamlet,,,,,,,,,,,,,,,1863509556,nodes
Hout Bay,Hout Bay,town,,17900,Western Cape; South Africa,sagns,Houtbaai,,,,,,,,,,262720634,nodes
Hanging Meadow,,hamlet,,,Hout Bay,,,,,,,,,,,,451066291,nodes
Berg-en Dal Estate,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,300640962,nodes
Klein Uintjieskraal,,isolated_dwelling,,,,,,,,,,,,,,,7160472555,nodes
Zoetendal,,isolated_dwelling,,,,,,,,,,,,,,,7160472041,nodes
Voëlvlei,,isolated_dwelling,,,,,,,,,,,,,,,3814200463,nodes
Bo-Vogelvlei,,isolated_dwelling,,,,,,,,,,,,,,,7160458428,nodes
Moddervlei,,isolated_dwelling,,,,,,,,,,,,,,,7160471952,nodes
Moddervlei,,isolated_dwelling,,,,,,,,,,,,,,,7160472107,nodes
Qonce,,town,,,"Eastern Cape, South Africa",,,,,,,,,,,,46899414,nodes
Uitkyk,,isolated_dwelling,,,,,,,,,,,,,,,7160458429,nodes
Protem,,hamlet,,,,,,,,,,,,,,,5644355207,nodes
Jongensklip,,hamlet,,,,,,,,,,,,,,,5644355205,nodes
Rietpoel,,hamlet,,,,,,,,,,,,,,,5644355206,nodes
Houwhoek,Houw Hoek,hamlet,,,,,Houwhoek,,,,,,,,,,4712884329,nodes
De Rust Village,,village,,,,,,,,,,,,,,,1536504068,nodes
Riviersonderend,,town,,5245,"Western Cape, South Africa",sagns,,,,,,,,,,,25928793,nodes
Kamagugu,,town,,4513,,image,,,,,,,,,,,421329496,nodes
Malalane,,town,,3486,"Mpumalanga, South Africa",,,,,,,,,,,,262709269,nodes
Tonga,,town,,17333,,,,,,,,,,,,,2539247200,nodes
Satara Rest Camp,,village,,,,,,,,,,,,,,,2054426070,nodes
Mopane Dam,,hamlet,,,,,,,,,,,,,,,610507002,nodes
Maroela Campsite,,village,,,,,,,,,,,,,,,2056205665,nodes
Tamboti Tented Camp,,village,,,,,,,,,,,,,,,5111361109,nodes
Leadwood Private Camp,,hamlet,,,,Timbavati Website,,,,,,,,,,,2692543137,nodes
Shimuwini Bushveld Camp,,village,,,,,,,,,,,,,,,2056237473,nodes
Kaapmuiden,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262707324,nodes
Rocky Drift,,village,,,,,,,,,,,,,,,513008032,nodes
Kaapsehoop,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262707325,nodes
Lukimbi Safari Lodge,,village,,,,,,,,,,,,,,,2054457141,nodes
Malelane Satellite Camp,,village,,,,,,,,,,,,,,,2054457308,nodes
Shishangeni Private Lodge,,village,,,,,,,,,,,,,,,2054476058,nodes
Brink,,village,,,,,,,,,,,,,,,4567907837,nodes
KaMaqhekeza,,town,,21192,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262720765,nodes
Overkloof,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,451066266,nodes
Stoneybrook Equestrian Estate,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,455562837,nodes
Marloth Park,,village,,,,,,,,,,,,,,,2511457509,nodes
Silvermist Estate,,hamlet,,,,,,,,,,,,,,,454664491,nodes
Longkloof,,hamlet,,,"Hout Bay, Western Cape, South Africa",,,,,,,,,,,,451066257,nodes
Tinga Legends Lodge,,village,,,,,,,,,,,,,,,2137135431,nodes
Skukuza Rest Camp,,village,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262716119,nodes
Ditenteng,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262719924,nodes
Ga-Maribana,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720289,nodes
Ga-Piet,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720326,nodes
Kgoroshi,,village,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720803,nodes
Nkambeni Tented Camp,,village,,,,,,,,,,,,,,,2096013697,nodes
Salubindza,,town,,4698,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262722092,nodes
Lonsdale,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262721015,nodes
Ga-Mmabasotho,,town,,,"Limpopo, South Africa",sagns,,,,,,,,,,,262720290,nodes
Monywaneng,,town,,1837,"Limpopo, South Africa",sagns,,,,,,,,,,,262721476,nodes
eGobhoza,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262719979,nodes
eMankayana,,town,,,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262720058,nodes
,,village,,,,,,,,,,,,,,,3163188050,nodes
Dugandlovu Rustic Camp,,hamlet,,,,,,,,,,,,,,,2084793915,nodes
Simlangetja,,hamlet,,,,sagns,,,,,,,,,,,7739398523,nodes
Gontshi,,hamlet,,,,sagns,,,,,,,,,,,7739398547,nodes
Manguzi,,town,,,,,,,,,,,,,,,2061615008,nodes
Rocktail Bay,,village,,,,,,,,,,,,,,,2478800084,nodes
Mabengela,,village,,,,,,,,,,,,,,,8455810273,nodes
Cape Vidal,,village,,,,topographical,,,,,,,,,,,1396281245,nodes
Ngwemnyama,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262713453,nodes
Ntuthunga,,village,,,,,,,,,,,,,,,3789798414,nodes
Ntanyandlovu,,hamlet,,,,,,,,,,,,,,,1348609690,nodes
Pollock,,hamlet,,,,,,,,,,,,,,,1348609707,nodes
Good Hope,,hamlet,,,,,,,,,,,,,,,1348609609,nodes
Nondweni,,village,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262713807,nodes
Indindindi,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262707177,nodes
Piet Retief,,town,,57428,"Mpumalanga, South Africa",sagns,Piet Retief,,,,,,,,,,56004503,nodes
Durban North,,town,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262719953,nodes
Mpumalanga,,town,,193058,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262721547,nodes
Hluhluwe,,town,,,KwaZulu-Natal;South Africa,sagns,,,,,,,,,,,262707033,nodes
Giyani,,town,,25954,"Limpopo, South Africa",sagns,,,,,,,,,,,262720385,nodes
Sasolburg,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262722138,nodes
Brakpan,,town,,,"Ekurhuleni, Gauteng, South Africa",sagns,,,,,,,,,,,262719421,nodes
Port Nolloth,,village,,,"Northern Cape, South Africa",sagns,,,,,,,,,,,262714984,nodes
Kosmos,,village,,,,,,,,,,,,,,,1506960464,nodes
Morago,,village,,,"Free State, South Africa",sagns,,,,,,,,,,,262712380,nodes
Ngwathe,,town,,,"Free State, South Africa",sagns,,,,,,,,,,,262721634,nodes
Talla,,village,,,,"-28.98209, 26.90722",,,,,,,,,,,4486772872,nodes
Huis Ougoud Retirement Village,,village,,,,,,,,,,,,,,,3810770659,nodes
Welkom,Welkom,city,,64130,,http://en.wikipedia.org/wsagns,,,,,,,,,,,2269464860,nodes
Phumlamqashi,,village,,,,,,,,,,,,,,,1382980154,nodes
Giyani,,village,,,,,,,,,,,,,,,1382980188,nodes
Camelot,,,residential,,,,,,,,,,,,,,9095303740,nodes
Nippers,,,residential,,,,,,,,,,,,,,9091160278,nodes
Queensburgh,,town,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262721973,nodes
Upper Ngqumeya,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262718168,nodes
eDrayini,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262705313,nodes
KwaNobanda,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720905,nodes
KwaWezo,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720916,nodes
KwaKayaletu,,village,,,,sagns,,,,,,,,,,,7257910727,nodes
Middledrift,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262710133,nodes
KwaNgcelwane,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262720903,nodes
Longkloof,,hamlet,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262708763,nodes
Nxamalala,,hamlet,,,,,,,,,,,,,,,595506131,nodes
Springer Bay,,hamlet,,,,,,,,,,,,,,,2547191255,nodes
Ouplaas,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262714415,nodes
Barberton,,town,,11997,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262719132,nodes
Eksteenfontein,,village,,,South Africa,,Stinkfontein,,,,,,,,,,260427643,nodes
Addo,,village,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262694502,nodes
Addo,,town,,,"Eastern Cape, South Africa",sagns,,,,,,,,,,,262721685,nodes
Kleinsee,,village,,728,"Northern Cape, South Africa",sagns,,,,,,,,,,,262707566,nodes
Waterstone East,,,residential,,,,,,,,,,,,,,441548885,nodes
Klein-Brakrivier,Little Brak River,village,,,"Western Cape, South Africa",sagns,Klein-Brakrivier,,,,,,,,,,262720837,nodes
Simondium,,village,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262722178,nodes
Goudini,,town,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262720439,nodes
Panorama,,hamlet,,,,ngi;bing,,,,,,,,,,,7203137064,nodes
Draaihoek,,isolated_dwelling,,,,,,,,,,,,,,,7160640987,nodes
Montana,,isolated_dwelling,,,,,,,,,,,,,,,7160640988,nodes
Waboomskraal,,isolated_dwelling,,,,,,,,,,,,,,,7160641058,nodes
Nduli,,town,,,"Western Cape, South Africa",sagns,,,,,,,,,,,262721563,nodes
Vryheid,Vryheid,town,,,"KwaZulu-Natal, South Africa",,,,,,,,,,,,259452927,nodes
Mtubatuba,,town,,,"KwaZulu-Natal, South Africa",sagns,,,,,,,,,,,262712717,nodes
Sabie,,town,,9148,"Mpumalanga, South Africa",sagns,,,,,,,,,,,262715714,nodes
Twee Rivieren Rest Camp,,village,,,,,,,,,,,,,,,1286979568,nodes
Perth,,village,,,,,,,,,,,,,,,4185698505,nodes
Bethlehem,,town,,,Free State; South Africa,sagns,,,,,,,,,,,59842467,nodes
Klein Eiffel,,village,,,,,,,,,,,,,,,4185641594,nodes
